FIPS,NAMELSAD,median_renter_wage
0600000US4208338912,Keating township,36250.0
0600000US4208343096,Liberty township,31250.0
0600000US4206718680,Delaware township,37589.0
0600000US4206725440,Fayette township,36563.0
0600000US4206731424,Greenwood township,0.0
0600000US4206749272,Mifflin borough,27202.0
0600000US4206749392,Milford township,37500.0
0600000US4200563712,Redbank township,37625.0
0600000US4200566720,Rural Valley borough,43750.0
0600000US4206776536,Thompsontown borough,20357.0
0600000US4206777824,Turbett township,41875.0
0600000US4211741960,Lawrence township,38571.0
0600000US4211742016,Lawrenceville borough,21875.0
0600000US4211743136,Liberty township,40179.0
0600000US4211747080,Mansfield borough,18666.0
0600000US4211748968,Middlebury township,48750.0
0600000US4211752960,Nelson township,19107.0
0600000US4208136160,Hughesville borough,30114.0
0600000US4208137408,Jackson township,42813.0
0600000US4208138128,Jersey Shore borough,32926.0
0600000US4206704560,Beale township,0.0
0600000US4206775536,Susquehanna township,59167.0
0600000US4204151592,Mount Holly Springs borough,35833.0
0600000US4204153344,Newburg borough,48056.0
0600000US4204153464,New Cumberland borough,36875.0
0600000US4208142944,Lewis township,36250.0
0600000US4208143352,Limestone township,56667.0
0600000US4204158824,Penn township,68750.0
0600000US4204170352,Shippensburg borough,30345.0
0600000US4204170360,Shippensburg township,22115.0
0600000US4204170792,Silver Spring township,67292.0
0600000US4201335224,Hollidaysburg borough,27329.0
0600000US4201354024,Newry borough,29688.0
0600000US4201355592,North Woodbury township,39727.0
0600000US4201377808,Tunnelhill borough,0.0
0600000US4200337955,Jefferson Hills borough,68000.0
0600000US4200350784,Moon township,51543.0
0600000US4200355488,North Versailles township,30710.0
0600000US4211764624,Richmond township,36576.0
0600000US4211766912,Rutland township,20536.0
0600000US4211770344,Shippen township,37500.0
0600000US4200503480,Atwood borough,0.0
0600000US4200505992,Bethel township,47083.0
0600000US4211775104,Sullivan township,0.0
0600000US4211776808,Tioga borough,30714.0
0600000US4212313776,Clarendon borough,50833.0
0600000US4212348272,Mead township,38043.0
0600000US4200522832,Elderton borough,47083.0
0600000US4200539968,Kiskiminetas township,24583.0
0600000US4211920888,East Buffalo township,0.0
0600000US4211982640,West Buffalo township,32083.0
0600000US4208149280,Mifflin township,66094.0
0600000US4208149568,Mill Creek township,38750.0
0600000US4208150632,Montgomery borough,35417.0
0600000US4211776824,Tioga township,28333.0
0600000US4211780936,Ward township,0.0
0600000US4211782976,Westfield township,19583.0
0600000US4200385496,Wilmerding borough,22031.0
0600000US4208302576,Annin township,0.0
0600000US4200350528,Monroeville municipality,41265.0
0600000US4200303928,Baldwin borough,32639.0
0600000US4200305504,Ben Avon borough,43309.0
0600000US4200312496,Chalfant borough,20000.0
0600000US4200323000,Elizabeth township,47100.0
0600000US4200325904,Findlay township,42014.0
0600000US4200326896,Forward township,40450.0
0600000US4212714352,Clinton township,43250.0
0600000US4212768416,Scott township,32250.0
0600000US4208150720,Montoursville borough,36750.0
0600000US4212951888,Mount Pleasant township,29348.0
0600000US4210538920,Keating township,34375.0
0600000US4204375672,Swatara township,43569.0
0600000US4208152264,Muncy borough,37500.0
0600000US4208152280,Muncy township,65000.0
0600000US4208154504,Nippenose township,90000.0
0600000US4201949056,Middlesex township,35441.0
0600000US4212900892,Allegheny township,35058.0
0600000US4212903120,Arona borough,34375.0
0600000US4212958880,Penn township,31958.0
0600000US4212966376,Rostraver township,40815.0
0600000US4212967496,Salem township,35718.0
0600000US4212975584,Sutersville borough,41429.0
0600000US4212981336,Washington township,55357.0
0600000US4204332800,Harrisburg city,32134.0
0600000US4204318936,Derry township,52491.0
0600000US4204360264,Pillow borough,19375.0
0600000US4212937784,Jeannette city,20377.0
0600000US4204345592,Lykens borough,14236.0
0600000US4204379216,Upper Paxton township,28229.0
0600000US4200146376,McSherrystown borough,29780.0
0600000US4200153920,New Oxford borough,30593.0
0600000US4200178160,Tyrone township,20833.0
0600000US4202749360,Miles township,41458.0
0600000US4202778288,Union township,47813.0
0600000US4212921304,East Huntingdon township,32156.0
0600000US4212931200,Greensburg city,22763.0
0600000US4212943240,Ligonier township,38843.0
0600000US4212946488,Madison borough,21000.0
0600000US4213108176,Braintrim township,41250.0
0600000US4210557280,Oswayo borough,0.0
0600000US4210578240,Ulysses borough,14315.0
0600000US4200943072,Liberty township,34167.0
0600000US4208567848,Sandy Lake borough,26500.0
0600000US4213125128,Falls township,32750.0
0600000US4201580984,Warren township,33281.0
0600000US4201582144,Wells township,57794.0
0600000US4201582656,West Burlington township,60625.0
0600000US4201585672,Windham township,20625.0
0600000US4201586664,Wyalusing township,61932.0
0600000US4213124488,Factoryville borough,31250.0
0600000US4213155736,Noxen township,29375.0
0600000US4213177792,Tunkhannock township,41964.0
0600000US4203704704,Beaver township,47083.0
0600000US4203705680,Benton borough,31875.0
0600000US4203705688,Benton township,49135.0
0600000US4203705888,Berwick borough,27898.0
0600000US4203708472,Briar Creek borough,21250.0
0600000US4200983920,West Providence township,51217.0
0600000US4200986128,Woodbury borough,19375.0
0600000US4212114376,Clintonville borough,17614.0
0600000US4200908880,Broad Top township,29375.0
0600000US4200917664,Cumberland Valley township,46875.0
0600000US4200935648,Hopewell borough,14327.0
0600000US4200944448,Londonderry township,29583.0
0600000US4200952648,Napier township,37813.0
0600000US4204586968,Yeadon borough,39653.0
0600000US4204575648,Swarthmore borough,53004.0
0600000US4204549136,Middletown township,49825.0
0600000US4204529720,Glenolden borough,34896.0
0600000US4204522584,Edgmont township,63977.0
0600000US4204512442,Chadds Ford township,64659.0
0600000US4204554224,Newtown township,57763.0
0600000US4203711736,Catawissa borough,30000.0
0600000US4201510240,Burlington borough,25000.0
0600000US4201913936,Clay township,41250.0
0600000US4204566928,Rutledge borough,28958.0
0600000US4205706032,Bethel township,41833.0
0600000US4205720112,Dublin township,41458.0
0600000US4201922128,Eau Claire borough,27000.0
0600000US4201959672,Petrolia borough,24250.0
0600000US4201984064,West Sunbury borough,37500.0
0600000US4201986536,Worth township,31042.0
0600000US4203712312,Centralia borough,0.0
0600000US4203726056,Fishing Creek township,30250.0
0600000US4203750704,Montour township,31705.0
0600000US4203714184,Cleveland township,48750.0
0600000US4213122112,Eaton township,49167.0
0600000US4203708480,Briar Creek township,24391.0
0600000US4201749120,Middletown township,52753.0
0600000US4203711744,Catawissa township,50625.0
0600000US4203737360,Jackson township,22500.0
0600000US4211179424,Ursina borough,27750.0
0600000US4211910016,Buffalo township,42886.0
0600000US4211949288,Mifflinburg borough,24154.0
0600000US4212116944,Cranberry township,29489.0
0600000US4213327480,Franklin township,32128.0
0600000US4213373168,Spring Garden township,46818.0
0600000US4202128336,Gallitzin township,30417.0
0600000US4202128720,Geistown borough,42422.0
0600000US4202137352,Jackson township,35556.0
0600000US4202143248,Lilly borough,0.0
0600000US4202144664,Lorain borough,38750.0
0600000US4202145160,Lower Yoder township,25833.0
0600000US4201736192,Hulmeville borough,56250.0
0600000US4201741392,Langhorne borough,45089.0
0600000US4201741416,Langhorne Manor borough,100625.0
0600000US4204170384,Shiremanstown borough,45000.0
0600000US4201751144,Morrisville borough,39097.0
0600000US4201753296,New Britain borough,66429.0
0600000US4201753712,New Hope borough,53561.0
0600000US4201754184,Newtown borough,54444.0
0600000US4204135672,Hopewell township,56250.0
0600000US4204144904,Lower Frankford township,27250.0
0600000US4204155216,North Middleton township,67854.0
0600000US4204179032,Upper Frankford township,53380.0
0600000US4204179152,Upper Mifflin township,51964.0
0600000US4204186528,Wormleysburg borough,50175.0
0600000US4201758936,Penndel borough,43083.0
0600000US4212582616,West Brownsville borough,76250.0
0600000US4212574224,Stockdale borough,37292.0
0600000US4212578008,Twilight borough,0.0
0600000US4212581328,Washington city,31618.0
0600000US4212583000,West Finley township,50417.0
0600000US4212583840,West Pike Run township,34904.0
0600000US4203528296,Gallagher township,77917.0
0600000US4203503912,Bald Eagle township,32045.0
0600000US4203512640,Chapman township,71250.0
0600000US4203521328,East Keating township,0.0
0600000US4203746472,Madison township,48125.0
0600000US4203541112,Lamar township,47500.0
0600000US4203544400,Loganton borough,23250.0
0600000US4203560360,Pine Creek township,61953.0
0600000US4203562152,Porter township,46406.0
0600000US4201759384,Perkasie borough,41122.0
0600000US4204737760,Jay township,28365.0
0600000US4204764792,Ridgway township,20536.0
0600000US4203731392,Greenwood township,30625.0
0600000US4203733760,Hemlock township,33500.0
0600000US4203751792,Mount Pleasant township,31685.0
0600000US4203756896,Orange township,55500.0
0600000US4201777704,Trumbauersville borough,40694.0
0600000US4201763048,Quakertown borough,44883.0
0600000US4201764856,Riegelsville borough,75694.0
0600000US4201769248,Sellersville borough,48438.0
0600000US4201770744,Silverdale borough,79063.0
0600000US4201776304,Telford borough,21526.0
0600000US4203162144,Porter township,43333.0
0600000US4203760304,Pine township,29659.0
0600000US4203171176,Sligo borough,23250.0
0600000US4203110792,Callensburg borough,0.0
0600000US4203113808,Clarion township,23619.0
0600000US4203134456,Highland township,28750.0
0600000US4203140272,Knox borough,26324.0
0600000US4203149536,Millcreek township,41250.0
0600000US4203157536,Paint township,48333.0
0600000US4203159456,Perry township,36750.0
0600000US4203163728,Redbank township,36389.0
0600000US4201761616,Plumstead township,70094.0
0600000US4202167920,Sankertown borough,20972.0
0600000US4202180288,Vintondale borough,29688.0
0600000US4202184448,White township,0.0
0600000US4201704976,Bedminster township,72543.0
0600000US4201708760,Bristol borough,32917.0
0600000US4201725112,Falls township,46585.0
0600000US4202106736,Blacklick township,28167.0
0600000US4202110880,Cambria township,14792.0
0600000US4202113192,Chest township,0.0
0600000US4201744968,Lower Makefield township,76892.0
0600000US4201754688,Northampton township,50061.0
0600000US4201781144,Warwick township,83727.0
0600000US4201721760,East Rockhill township,60385.0
0600000US4201786920,Yardley borough,64286.0
0600000US4202120952,East Carroll township,50833.0
0600000US4205559600,Peters township,46689.0
0600000US4201777744,Tullytown borough,50341.0
0600000US4201779296,Upper Southampton township,43960.0
0600000US4205563200,Quincy township,50938.0
0600000US4205532152,Hamilton township,34698.0
0600000US4205502696,Antrim township,57143.0
0600000US4205525176,Fannett township,37727.0
0600000US4205548888,Metal township,28854.0
0600000US4205580992,Warren township,58250.0
0600000US4207744952,Lower Macungie township,57656.0
0600000US4201915480,Concord township,38125.0
0600000US4208156608,Old Lycoming township,45833.0
0600000US4202182688,West Carroll township,50125.0
0600000US4208160328,Pine township,53750.0
0600000US4208172648,South Williamsport borough,35833.0
0600000US4208175544,Susquehanna township,19205.0
0600000US4208181288,Washington township,40714.0
0600000US4204121680,East Pennsboro township,44688.0
0600000US4204132296,Hampden township,54886.0
0600000US4206108128,Brady township,0.0
0600000US4206147248,Mapleton borough,30667.0
0600000US4206159616,Petersburg borough,32500.0
0600000US4206170400,Shirley township,34300.0
0600000US4206176632,Three Springs borough,35781.0
0600000US4207702000,Allentown city,31969.0
0600000US4207755576,North Whitehall township,49853.0
0600000US4207772632,South Whitehall township,65724.0
0600000US4207779160,Upper Milford township,48886.0
0600000US4207784528,Whitehall township,45986.0
0600000US4210342512,Lehman township,34310.0
0600000US4206976601,Thornhurst township,0.0
0600000US4203749944,Millville borough,0.0
0600000US4203749256,Mifflin township,48750.0
0600000US4209906824,Blain borough,43750.0
0600000US4209938616,Juniata township,0.0
0600000US4209943976,Liverpool township,0.0
0600000US4206114640,Coalmont borough,0.0
0600000US4207110704,Caernarvon township,55795.0
0600000US4207115056,Colerain township,42875.0
0600000US4207115824,Conoy township,0.0
0600000US4207120984,East Cocalico township,38636.0
0600000US4207182728,West Cocalico township,53062.0
0600000US4209972848,Spring township,60625.0
0600000US4209978184,Tyrone township,37656.0
0600000US4209984368,Wheatfield township,0.0
0600000US4206725648,Fermanagh township,34432.0
0600000US4206740752,Lack township,38750.0
0600000US4206773504,Spruce Hill township,49773.0
0600000US4207121032,East Donegal township,67091.0
0600000US4207167096,Sadsbury township,40500.0
0600000US4207167568,Salisbury township,43650.0
0600000US4207182824,West Earl township,44863.0
0600000US4207183256,West Lampeter township,63964.0
0600000US4208146352,McNett township,45625.0
0600000US4204500676,Aldan borough,34792.0
0600000US4204503336,Aston township,67532.0
0600000US4208185312,Williamsport city,26413.0
0600000US4208127432,Franklin township,67857.0
0600000US4208146184,McHenry township,0.0
0600000US4208186456,Woodward township,43929.0
0600000US4209346656,Mahoning township,30186.0
0600000US4210318704,Delaware township,41111.0
0600000US4210319272,Dingman township,53958.0
0600000US4210348048,Matamoras borough,59914.0
0600000US4210349400,Milford borough,28125.0
0600000US4209981640,Watts township,48125.0
0600000US4210362192,Porter township,22917.0
0600000US4210382928,Westfall township,22530.0
0600000US4207123008,Elizabeth township,48576.0
0600000US4207123832,Ephrata borough,36591.0
0600000US4207123840,Ephrata township,57577.0
0600000US4209318952,Derry township,0.0
0600000US4208521336,East Lackawannock township,43802.0
0600000US4208531656,Grove City borough,30696.0
0600000US4208527824,French Creek township,78750.0
0600000US4208583976,West Salem township,32171.0
0600000US4208574288,Stoneboro borough,30526.0
0600000US4209138000,Jenkintown borough,87132.0
0600000US4207147424,Marietta borough,35313.0
0600000US4207157848,Paradise township,46687.0
0600000US4207159360,Pequea township,56500.0
0600000US4207162832,Providence township,44225.0
0600000US4209144976,Lower Merion township,64057.0
0600000US4209179064,Upper Hanover township,72250.0
0600000US4209179256,Upper Providence township,70259.0
0600000US4204513208,Chester city,28037.0
0600000US4210566416,Roulette township,33889.0
0600000US4210575224,Summit township,0.0
0600000US4210575720,Sweden township,54167.0
0600000US4209179136,Upper Merion township,77909.0
0600000US4209143312,Limerick township,60242.0
0600000US4209133120,Hatfield township,57705.0
0600000US4209165568,Rockledge borough,49917.0
0600000US4204506024,Bethel township,0.0
0600000US4204509080,Brookhaven borough,52800.0
0600000US4204513212,Chester township,27857.0
0600000US4200127320,Franklin township,32782.0
0600000US4202715136,College township,44650.0
0600000US4203727384,Franklin township,35313.0
0600000US4212518496,Deemston borough,0.0
0600000US4212520808,East Bethlehem township,25417.0
0600000US4212521144,East Finley township,33281.0
0600000US4212522800,Elco borough,0.0
0600000US4212523296,Ellsworth borough,29904.0
0600000US4212549240,Midway borough,35000.0
0600000US4212551864,Mount Pleasant township,36316.0
0600000US4212553496,New Eagle borough,30903.0
0600000US4212554800,North Bethlehem township,49375.0
0600000US4212512224,Centerville borough,39453.0
0600000US4212510032,Buffalo township,65250.0
0600000US4212520328,Dunlevy borough,34167.0
0600000US4212536800,Independence township,36250.0
0600000US4200111472,Carroll Valley borough,0.0
0600000US4200117640,Cumberland township,29342.0
0600000US4200127704,Freedom township,40750.0
0600000US4200132144,Hamilton township,60938.0
0600000US4200141672,Latimore township,38462.0
0600000US4200151640,Mount Joy township,58036.0
0600000US4205981768,Wayne township,44250.0
0600000US4203931400,Greenwood township,51429.0
0600000US4203933256,Hayfield township,23500.0
0600000US4200151776,Mount Pleasant township,48015.0
0600000US4200157472,Oxford township,41655.0
0600000US4203955408,North Shenango township,24167.0
0600000US4203956464,Oil Creek township,33676.0
0600000US4200105880,Berwick township,46750.0
0600000US4200110456,Butler township,36250.0
0600000US4205920296,Dunkard township,22981.0
0600000US4205950400,Monongahela township,42813.0
0600000US4205959472,Perry township,56458.0
0600000US4205964512,Richhill township,38750.0
0600000US4201908096,Brady township,28333.0
0600000US4212525104,Fallowfield township,42639.0
0600000US4212531082,Green Hills borough,0.0
0600000US4212535896,Houston borough,20893.0
0600000US4212544512,Long Branch borough,0.0
0600000US4212546072,McDonald borough,29762.0
0600000US4212547400,Marianna borough,55938.0
0600000US4212387224,Youngsville borough,31250.0
0600000US4200115632,Conewago township,39271.0
0600000US4200128936,Germany township,28750.0
0600000US4200132200,Hamiltonban township,50417.0
0600000US4200143056,Liberty township,42813.0
0600000US4200148608,Menallen township,61250.0
0600000US4200174680,Straban township,33155.0
0600000US4201900300,Adams township,87353.0
0600000US4201900860,Allegheny township,47417.0
0600000US4207521224,East Hanover township,41765.0
0600000US4207564560,Richland borough,52768.0
0600000US4207575680,Swatara township,49614.0
0600000US4207578376,Union township,33864.0
0600000US4212165560,Rockland township,26875.0
0600000US4212167824,Sandycreek township,48276.0
0600000US4212169016,Scrubgrass township,41250.0
0600000US4204922960,Elgin borough,23438.0
0600000US4204946216,McKean borough,47500.0
0600000US4204946224,McKean township,26212.0
0600000US4204954960,North East township,33947.0
0600000US4204961168,Platea borough,40625.0
0600000US4204981224,Washington township,48047.0
0600000US4204981648,Wattsburg borough,25750.0
0600000US4201503360,Asylum township,0.0
0600000US4201910000,Buffalo township,47593.0
0600000US4212977272,Trafford borough,22246.0
0600000US4213333728,Hellam township,47381.0
0600000US4201910464,Butler city,19666.0
0600000US4204902336,Amity township,31458.0
0600000US4204915504,Concord township,33500.0
0600000US4204915736,Conneaut township,25938.0
0600000US4204916296,Corry city,21533.0
0600000US4204922608,Edinboro borough,28108.0
0600000US4204923088,Elk Creek township,31750.0
0600000US4204924000,Erie city,25679.0
0600000US4201910800,Callery borough,52143.0
0600000US4201912024,Center township,31250.0
0600000US4201913440,Chicora borough,40625.0
0600000US4201914048,Clearfield township,23472.0
0600000US4201915808,Connoquenessing borough,51875.0
0600000US4202731992,Halfmoon township,58542.0
0600000US4202771600,Snow Shoe borough,34464.0
0600000US4202771608,Snow Shoe township,31042.0
0600000US4202772832,Spring township,34542.0
0600000US4212951880,Mount Pleasant borough,26000.0
0600000US4202773808,State College borough,24498.0
0600000US4204927392,Franklin township,18542.0
0600000US4204929232,Girard borough,36797.0
0600000US4202504816,Beaver Meadows borough,35000.0
0600000US4202541464,Lansford borough,29475.0
0600000US4202557504,Packer township,0.0
0600000US4202558968,Penn Forest township,43516.0
0600000US4202577160,Towamensing township,36172.0
0600000US4204930936,Greene township,46111.0
0600000US4204931008,Greenfield township,53375.0
0600000US4204940960,Lake City borough,31250.0
0600000US4201916920,Cranberry township,70385.0
0600000US4201920904,East Butler borough,26154.0
0600000US4201924248,Evans City borough,41023.0
0600000US4201924832,Fairview borough,0.0
0600000US4201924840,Fairview township,0.0
0600000US4201927352,Franklin township,32500.0
0600000US4201937344,Jackson township,35441.0
0600000US4201941208,Lancaster township,48750.0
0600000US4204941984,Lawrence Park township,48571.0
0600000US4204942208,LeBoeuf township,48542.0
0600000US4204949936,Mill Village borough,34167.0
0600000US4204954952,North East borough,29590.0
0600000US4204973048,Springfield township,43015.0
0600000US4204975208,Summit township,54023.0
0600000US4201914320,Clinton township,25521.0
0600000US4201968056,Saxonburg borough,27045.0
0600000US4201981192,Washington township,0.0
0600000US4208962632,Price township,38542.0
0600000US4206780568,Walker township,33287.0
0600000US4205743200,Licking Creek township,50156.0
0600000US4205746000,McConnellsburg borough,23594.0
0600000US4205776488,Thompson township,0.0
0600000US4207353184,New Beaver borough,31071.0
0600000US4203715880,Conyngham township,40278.0
0600000US4212116232,Cornplanter township,26500.0
0600000US4212161512,Pleasantville borough,31250.0
0600000US4212161936,Polk borough,39375.0
0600000US4212164568,Richland township,28125.0
0600000US4203744208,Locust township,42083.0
0600000US4203746688,Main township,36250.0
0600000US4203756912,Orangeville borough,26250.0
0600000US4203765240,Roaring Creek township,0.0
0600000US4201336496,Huston township,41250.0
0600000US4203772040,South Centre township,0.0
0600000US4203774184,Stillwater borough,0.0
0600000US4203775048,Sugarloaf township,48125.0
0600000US4203703264,Ashland borough,0.0
0600000US4204916960,Cranesville borough,39375.0
0600000US4201500596,Albany township,36875.0
0600000US4201503056,Armenia township,0.0
0600000US4201542824,Le Raysville borough,61667.0
0600000US4201550432,Monroe borough,33036.0
0600000US4201503392,Athens borough,18500.0
0600000US4201510248,Burlington township,51250.0
0600000US4203581728,Wayne township,70795.0
0600000US4200307976,Brackenridge borough,26229.0
0600000US4203520408,Dunnstable township,37375.0
0600000US4210972856,Spring township,28819.0
0600000US4210978408,Union township,54375.0
0600000US4200369400,Sewickley Heights borough,63542.0
0600000US4201511160,Canton borough,23615.0
0600000US4201511168,Canton township,35491.0
0600000US4208122880,Eldred township,34279.0
0600000US4201515376,Columbia township,45739.0
0600000US4201530464,Granville township,36667.0
0600000US4201534088,Herrick township,61250.0
0600000US4201542856,Leroy township,51875.0
0600000US4201543792,Litchfield township,38750.0
0600000US4201550440,Monroe township,34250.0
0600000US4201555448,North Towanda township,18924.0
0600000US4205778320,Union township,0.0
0600000US4205782152,Wells township,39583.0
0600000US4200706240,Big Beaver borough,44583.0
0600000US4200721752,East Rochester borough,40208.0
0600000US4200729392,Glasgow borough,0.0
0600000US4200347696,Marshall township,63846.0
0600000US4205709568,Brush Creek township,32500.0
0600000US4213154408,Nicholson township,0.0
0600000US4200755400,North Sewickley township,0.0
0600000US4200763224,Raccoon township,34375.0
0600000US4200771952,South Beaver township,55227.0
0600000US4201557176,Orwell township,106250.0
0600000US4201557448,Overton township,0.0
0600000US4201560184,Pike township,0.0
0600000US4201564696,Ridgebury township,60547.0
0600000US4201565944,Rome borough,34750.0
0600000US4201565952,Rome township,0.0
0600000US4201568096,Sayre borough,34747.0
0600000US4203921096,East Fairfield township,48750.0
0600000US4207924400,Exeter township,42308.0
0600000US4213140744,Laceyville borough,36000.0
0600000US4213142616,Lemon township,49821.0
0600000US4213148528,Mehoopany township,35417.0
0600000US4213148856,Meshoppen borough,30682.0
0600000US4213148864,Meshoppen township,27917.0
0600000US4200303320,Aspinwall borough,60272.0
0600000US4200305216,Bell Acres borough,102679.0
0600000US4203504992,Beech Creek township,29063.0
0600000US4203544336,Logan township,35893.0
0600000US4203555744,Noyes township,26250.0
0600000US4203502032,Allison township,0.0
0600000US4203503632,Avis borough,30417.0
0600000US4203504984,Beech Creek borough,19191.0
0600000US4203511640,Castanea township,43250.0
0600000US4203514960,Colebrook township,58125.0
0600000US4201926904,Forward township,49474.0
0600000US4200305312,Bellevue borough,36045.0
0600000US4200306064,Bethel Park municipality,49654.0
0600000US4200307000,Blawnox borough,30100.0
0600000US4203516976,Crawford township,0.0
0600000US4203907120,Blooming Valley borough,43750.0
0600000US4203943656,Linesville borough,23802.0
0600000US4203972704,Spartansburg borough,30833.0
0600000US4203979920,Venango township,41250.0
0600000US4207937400,Jackson township,48750.0
0600000US4207941608,Larksville borough,28750.0
0600000US4213154400,Nicholson borough,23333.0
0600000US4213154824,North Branch township,50250.0
0600000US4213155232,Northmoreland township,23125.0
0600000US4213157408,Overfield township,40208.0
0600000US4203982944,West Fallowfield township,20000.0
0600000US4203983480,West Mead township,27667.0
0600000US4203986160,Woodcock borough,0.0
0600000US4210949016,Middlecreek township,30769.0
0600000US4210969216,Selinsgrove borough,32195.0
0600000US4210969616,Shamokin Dam borough,26360.0
0600000US4210982464,West Beaver township,44444.0
0600000US4201932688,Harmony borough,65147.0
0600000US4200307992,Braddock borough,13438.0
0600000US4203526296,Flemington borough,38676.0
0600000US4203530928,Greene township,66250.0
0600000US4203531680,Grugan township,0.0
0600000US4203542544,Leidy township,77188.0
0600000US4205161864,Point Marion borough,29028.0
0600000US4209127280,Franconia township,60479.0
0600000US4209133112,Hatfield borough,41648.0
0600000US4200308064,Bradford Woods borough,0.0
0600000US4200308416,Brentwood borough,35817.0
0600000US4200311336,Carnegie borough,30156.0
0600000US4200311680,Castle Shannon borough,52985.0
0600000US4200313608,Churchill borough,48194.0
0600000US4200313704,Clairton city,29085.0
0600000US4209145072,Lower Pottsgrove township,43731.0
0600000US4209159392,Perkiomen township,36000.0
0600000US4209163808,Red Hill borough,36563.0
0600000US4209167528,Salford township,58036.0
0600000US4209177152,Towamencin township,45976.0
0600000US4206106560,Birmingham borough,195595.0
0600000US4206120120,Dublin township,0.0
0600000US4206147544,Marklesburg borough,51607.0
0600000US4201102328,Amity township,29505.0
0600000US4205124336,Everson borough,35682.0
0600000US4206162160,Porter township,31094.0
0600000US4206169456,Shade Gap borough,0.0
0600000US4206176312,Tell township,24375.0
0600000US4201937848,Jefferson township,25488.0
0600000US4201938768,Karns City borough,0.0
0600000US4200317048,Crescent township,45083.0
0600000US4200319856,Dravosburg borough,21493.0
0600000US4200321024,East Deer township,31000.0
0600000US4200322576,Edgeworth borough,66250.0
0600000US4200322992,Elizabeth borough,24821.0
0600000US4200324160,Etna borough,34159.0
0600000US4201338592,Juniata township,33250.0
0600000US4206104288,Barree township,58929.0
0600000US4206111600,Cass township,30000.0
0600000US4206111632,Cassville borough,0.0
0600000US4206113944,Clay township,39219.0
0600000US4206120152,Dudley borough,80625.0
0600000US4203329632,Glen Hope borough,0.0
0600000US4206777952,Tuscarora township,36667.0
0600000US4201773016,Springfield township,45304.0
0600000US4211532720,Harmony township,53393.0
0600000US4200305520,Ben Avon Heights borough,0.0
0600000US4200329592,Glenfield borough,24688.0
0600000US4200333592,Heidelberg borough,31413.0
0600000US4200355016,North Fayette township,53194.0
0600000US4200359152,Pennsbury Village borough,56023.0
0600000US4200366264,Ross township,50957.0
0600000US4200372160,South Fayette township,40013.0
0600000US4200376560,Thornburg borough,0.0
0600000US4200383512,West Mifflin borough,30429.0
0600000US4200325400,Fawn township,46667.0
0600000US4200326592,Forest Hills borough,46117.0
0600000US4200327120,Fox Chapel borough,0.0
0600000US4200327552,Franklin Park borough,54293.0
0600000US4200327608,Frazer township,44375.0
0600000US4208128352,Gamble township,41250.0
0600000US4208179024,Upper Fairfield township,29444.0
0600000US4200329432,Glassport borough,26250.0
0600000US4200331256,Green Tree borough,74899.0
0600000US4200332328,Hampton township,45942.0
0600000US4209183696,West Norriton township,64644.0
0600000US4210912672,Chapman township,39583.0
0600000US4206127416,Franklin township,57917.0
0600000US4211370560,Shrewsbury township,20000.0
0600000US4201576408,Terry township,39750.0
0600000US4200332832,Harrison township,24229.0
0600000US4200335424,Homestead borough,22581.0
0600000US4200336808,Indiana township,41406.0
0600000US4200339312,Kennedy township,51250.0
0600000US4200339624,Kilbuck township,0.0
0600000US4200342392,Leetsdale borough,38839.0
0600000US4209141432,Lansdale borough,48805.0
0600000US4209153664,New Hanover township,118088.0
0600000US4200343064,Liberty borough,25676.0
0600000US4200343408,Lincoln borough,50104.0
0600000US4200345900,McCandless township,43877.0
0600000US4200346072,McDonald borough,36125.0
0600000US4200346256,McKeesport city,17369.0
0600000US4200346264,McKees Rocks borough,18817.0
0600000US4200349920,Millvale borough,35714.0
0600000US4201365256,Roaring Spring borough,27656.0
0600000US4211566776,Rush township,29167.0
0600000US4211718552,Deerfield township,27500.0
0600000US4211751096,Morris township,30625.0
0600000US4200351696,Mount Lebanon township,38679.0
0600000US4200352320,Munhall borough,27364.0
0600000US4200354816,North Braddock borough,21468.0
0600000US4200355840,Oakdale borough,0.0
0600000US4200356384,O'Hara township,38625.0
0600000US4200356392,Ohio township,59696.0
0600000US4212953544,New Florence borough,24107.0
0600000US4212953736,New Kensington city,27027.0
0600000US4212954104,New Stanton borough,38906.0
0600000US4212956496,Oklahoma borough,40833.0
0600000US4212958872,Penn borough,44886.0
0600000US4212968432,Scottdale borough,19938.0
0600000US4212971424,Smithton borough,24375.0
0600000US4203972688,Sparta township,11957.0
0600000US4203972840,Spring township,0.0
0600000US4203974016,Steuben township,28750.0
0600000US4203976904,Titusville city,21747.0
0600000US4203977616,Troy township,19167.0
0600000US4200329732,Glen Osborne borough,54583.0
0600000US4206937896,Jefferson township,48929.0
0600000US4200359032,Penn Hills township,33422.0
0600000US4200360272,Pine township,82935.0
0600000US4200360712,Pitcairn borough,30493.0
0600000US4200361328,Pleasant Hills borough,41250.0
0600000US4200364240,Reserve township,47000.0
0600000US4200366320,Rosslyn Farms borough,87500.0
0600000US4212972192,South Greensburg borough,32000.0
0600000US4212972616,Southwest Greensburg borough,32386.0
0600000US4212978768,Upper Burrell township,14514.0
0600000US4212983328,West Leechburg borough,47250.0
0600000US4212983680,West Newton borough,17716.0
0600000US4212987208,Youngstown borough,45417.0
0600000US4212987232,Youngwood borough,52237.0
0600000US4202976568,Thornbury township,92750.0
